customer_id,name,email,city,region,segment,join_date
CUST00030,Customer_30,customer30@email.com,Hyderabad,West,Regular,2022-10-29
CUST00031,Customer_31,customer31@email.com,Jaipur,Northeast,Budget,2022-05-23
CUST00032,Customer_32,customer32@email.com,Bengaluru,West,Budget,2022-01-04
CUST00033,Customer_33,customer33@email.com,Chennai,West,Regular,2022-03-23
CUST00034,Customer_34,customer34@email.com,Bengaluru,West,Premium,2022-12-24
CUST00035,Customer_35,customer35@email.com,Kolkata,North,Regular,2022-08-05
CUST00036,Customer_36,customer36@email.com,Chennai,East,Regular,2022-06-24
CUST00037,Customer_37,customer37@email.com,Jaipur,East,Premium,2022-05-23
CUST00038,Customer_38,customer38@email.com,Kolkata,Northeast,Budget,2022-03-21
CUST00039,Customer_39,customer39@email.com,Delhi,Northeast,Budget,2022-04-21
CUST00040,Customer_40,customer40@email.com,Hyderabad,West,Budget,2022-06-22
CUST00041,Customer_41,customer41@email.com,Jaipur,North,Premium,2022-02-22
CUST00042,Customer_42,customer42@email.com,Delhi,West,Budget,2022-02-17
CUST00043,Customer_43,customer43@email.com,Surat,North,Budget,2022-07-14
CUST00044,Customer_44,customer44@email.com,Jaipur,West,Regular,2022-02-19
CUST00045,Customer_45,customer45@email.com,Surat,South,Regular,2022-07-03
CUST00046,Customer_46,customer46@email.com,Chennai,South,Budget,2022-06-26
CUST00047,Customer_47,customer47@email.com,Delhi,Central,Regular,2022-11-06
CUST00048,Customer_48,customer48@email.com,Hyderabad,West,Regular,2022-05-16
CUST00049,Customer_49,customer49@email.com,Kolkata,Northeast,Regular,2022-01-23
CUST00050,Customer_50,customer50@email.com,Ahmedabad,East,Regular,2022-08-24
CUST00051,Customer_51,customer51@email.com,Bengaluru,Central,Premium,2022-10-02
CUST00052,Customer_52,customer52@email.com,Mumbai,Northeast,Budget,2022-03-05
CUST00053,Customer_53,customer53@email.com,Hyderabad,South,Regular,2022-07-13
CUST00054,Customer_54,customer54@email.com,Delhi,West,Regular,2022-02-10
CUST00055,Customer_55,customer55@email.com,Ahmedabad,Central,Premium,2022-10-10
CUST00056,Customer_56,customer56@email.com,Hyderabad,West,Regular,2022-05-31
CUST00057,Customer_57,customer57@email.com,Delhi,South,Premium,2022-11-18
CUST00058,Customer_58,customer58@email.com,Pune,Central,Premium,2022-11-13
CUST00059,Customer_59,customer59@email.com,Pune,South,Regular,2022-07-05
CUST00060,Customer_60,customer60@email.com,Surat,North,Regular,2022-10-23
CUST00061,Customer_61,customer61@email.com,Hyderabad,South,Regular,2022-04-09
CUST00062,Customer_62,customer62@email.com,Pune,West,Premium,2022-12-27
CUST00063,Customer_63,customer63@email.com,Delhi,East,Regular,2022-02-05
CUST00064,Customer_64,customer64@email.com,Surat,South,Premium,2022-01-24
CUST00065,Customer_65,customer65@email.com,Delhi,Northeast,Budget,2022-12-05
CUST00066,Customer_66,customer66@email.com,Surat,East,Regular,2022-04-27
CUST00067,Customer_67,customer67@email.com,Hyderabad,North,Regular,2022-05-29
CUST00068,Customer_68,customer68@email.com,Ahmedabad,Central,Regular,2022-02-10
CUST00069,Customer_69,customer69@email.com,Kolkata,Central,Premium,2022-04-30
CUST00070,Customer_70,customer70@email.com,Jaipur,East,Budget,2022-02-21
CUST00071,Customer_71,customer71@email.com,Ahmedabad,Central,Regular,2022-07-14
CUST00072,Customer_72,customer72@email.com,Chennai,South,Regular,2022-05-23
CUST00073,Customer_73,customer73@email.com,Delhi,East,Regular,2022-08-21
CUST00074,Customer_74,customer74@email.com,Chennai,West,Premium,2022-11-22
CUST00075,Customer_75,customer75@email.com,Ahmedabad,South,Budget,2022-07-06
CUST00076,Customer_76,customer76@email.com,Surat,South,Regular,2022-03-25
CUST00077,Customer_77,customer77@email.com,Jaipur,South,Regular,2022-07-09
CUST00078,Customer_78,customer78@email.com,Jaipur,West,Premium,2022-07-01
CUST00079,Customer_79,customer79@email.com,Mumbai,North,Premium,2022-04-18
CUST00080,Customer_80,customer80@email.com,Jaipur,Northeast,Budget,2022-12-10
CUST00081,Customer_81,customer81@email.com,Kolkata,Central,Regular,2022-05-17
CUST00082,Customer_82,customer82@email.com,Jaipur,East,Regular,2022-12-26
CUST00083,Customer_83,customer83@email.com,Ahmedabad,North,Premium,2022-12-16
CUST00084,Customer_84,customer84@email.com,Mumbai,East,Regular,2022-11-28
CUST00085,Customer_85,customer85@email.com,Ahmedabad,Central,Regular,2022-02-06
CUST00086,Customer_86,customer86@email.com,Ahmedabad,West,Regular,2022-11-08
CUST00087,Customer_87,customer87@email.com,Bengaluru,South,Regular,2022-11-22
CUST00088,Customer_88,customer88@email.com,Mumbai,South,Regular,2022-03-29
CUST00089,Customer_89,customer89@email.com,Ahmedabad,West,Regular,2022-10-01
CUST00090,Customer_90,customer90@email.com,Bengaluru,North,Budget,2022-05-06
CUST00091,Customer_91,customer91@email.com,Bengaluru,North,Premium,2022-03-25
CUST00092,Customer_92,customer92@email.com,Mumbai,East,Regular,2022-08-25
CUST00093,Customer_93,customer93@email.com,Chennai,West,Regular,2022-07-14
CUST00094,Customer_94,customer94@email.com,Surat,North,Regular,2022-05-19
CUST00095,Customer_95,customer95@email.com,Kolkata,West,Regular,2022-11-24
CUST00096,Customer_96,customer96@email.com,Surat,Central,Budget,2022-12-19
CUST00097,Customer_97,customer97@email.com,Jaipur,South,Regular,2022-10-13
CUST00098,Customer_98,customer98@email.com,Kolkata,South,Regular,2022-04-23
CUST00099,Customer_99,customer99@email.com,Jaipur,South,Regular,2022-12-17
CUST00100,Customer_100,customer100@email.com,Ahmedabad,West,Premium,2022-06-16
CUST00101,Customer_101,customer101@email.com,Delhi,West,Premium,2022-01-29
CUST00102,Customer_102,customer102@email.com,Mumbai,East,Budget,2022-04-28
CUST00103,Customer_103,customer103@email.com,Kolkata,South,Premium,2022-01-17
CUST00104,Customer_104,customer104@email.com,Kolkata,East,Regular,2022-06-11
CUST00105,Customer_105,customer105@email.com,Ahmedabad,South,Regular,2022-07-25
CUST00106,Customer_106,customer106@email.com,Chennai,East,Regular,2022-05-18
CUST00107,Customer_107,customer107@email.com,Bengaluru,East,Regular,2022-02-03
CUST00108,Customer_108,customer108@email.com,Ahmedabad,Central,Regular,2022-04-19
CUST00109,Customer_109,customer109@email.com,Pune,East,Premium,2022-10-18
CUST00110,Customer_110,customer110@email.com,Bengaluru,West,Regular,2022-06-11
CUST00111,Customer_111,customer111@email.com,Mumbai,East,Regular,2022-04-19
CUST00112,Customer_112,customer112@email.com,Bengaluru,South,Regular,2022-12-02
CUST00113,Customer_113,customer113@email.com,Chennai,East,Regular,2022-09-13
CUST00114,Customer_114,customer114@email.com,Bengaluru,North,Regular,2022-07-22
CUST00115,Customer_115,customer115@email.com,Mumbai,Northeast,Premium,2022-11-26
CUST00116,Customer_116,customer116@email.com,Chennai,South,Regular,2022-08-23
CUST00117,Customer_117,customer117@email.com,Surat,North,Premium,2022-03-15
CUST00118,Customer_118,customer118@email.com,Kolkata,South,Budget,2022-05-16
CUST00119,Customer_119,customer119@email.com,Kolkata,West,Regular,2022-03-13
CUST00120,Customer_120,customer120@email.com,Jaipur,Northeast,Regular,2022-05-07
CUST00121,Customer_121,customer121@email.com,Surat,Northeast,Regular,2022-10-15
CUST00122,Customer_122,customer122@email.com,Surat,West,Premium,2022-10-03
CUST00123,Customer_123,customer123@email.com,Bengaluru,Northeast,Regular,2022-05-15
CUST00124,Customer_124,customer124@email.com,Kolkata,West,Premium,2022-10-27
CUST00125,Customer_125,customer125@email.com,Mumbai,North,Premium,2022-08-08
CUST00126,Customer_126,customer126@email.com,Hyderabad,Central,Regular,2022-10-26
CUST00127,Customer_127,customer127@email.com,Hyderabad,South,Regular,2022-07-24
CUST00128,Customer_128,customer128@email.com,Chennai,West,Budget,2022-07-05
CUST00129,Customer_129,customer129@email.com,Kolkata,South,Regular,2022-04-23
CUST00130,Customer_130,customer130@email.com,Kolkata,North,Regular,2022-03-12
CUST00131,Customer_131,customer131@email.com,Hyderabad,Central,Regular,2022-09-18
CUST00132,Customer_132,customer132@email.com,Kolkata,North,Premium,2022-09-10
CUST00133,Customer_133,customer133@email.com,Bengaluru,Northeast,Regular,2022-02-16
CUST00134,Customer_134,customer134@email.com,Pune,South,Regular,2022-01-25
CUST00135,Customer_135,customer135@email.com,Delhi,Central,Regular,2022-02-26
CUST00136,Customer_136,customer136@email.com,Surat,Northeast,Regular,2022-03-20
CUST00137,Customer_137,customer137@email.com,Jaipur,Central,Budget,2022-11-18
CUST00138,Customer_138,customer138@email.com,Chennai,Northeast,Budget,2022-03-23
CUST00139,Customer_139,customer139@email.com,Pune,North,Regular,2022-12-15
CUST00140,Customer_140,customer140@email.com,Hyderabad,West,Regular,2022-08-05
CUST00141,Customer_141,customer141@email.com,Surat,South,Regular,2022-11-02
CUST00142,Customer_142,customer142@email.com,Kolkata,East,Regular,2022-02-02
CUST00143,Customer_143,customer143@email.com,Jaipur,East,Regular,2022-07-17
CUST00144,Customer_144,customer144@email.com,Kolkata,North,Regular,2022-07-15
CUST00145,Customer_145,customer145@email.com,Mumbai,South,Budget,2022-11-02
CUST00146,Customer_146,customer146@email.com,Mumbai,South,Regular,2022-08-28
CUST00147,Customer_147,customer147@email.com,Jaipur,North,Regular,2022-09-28
CUST00148,Customer_148,customer148@email.com,Jaipur,South,Regular,2022-05-09
CUST00149,Customer_149,customer149@email.com,Hyderabad,West,Budget,2022-10-11
CUST00150,Customer_150,customer150@email.com,Jaipur,North,Regular,2022-01-06
CUST00151,Customer_151,customer151@email.com,Bengaluru,West,Regular,2022-12-15
CUST00152,Customer_152,customer152@email.com,Kolkata,South,Regular,2022-02-28
CUST00153,Customer_153,customer153@email.com,Pune,North,Budget,2022-12-16
CUST00154,Customer_154,customer154@email.com,Ahmedabad,South,Premium,2022-10-02
CUST00155,Customer_155,customer155@email.com,Jaipur,North,Budget,2022-05-17
CUST00156,Customer_156,customer156@email.com,Chennai,South,Regular,2022-11-25
CUST00157,Customer_157,customer157@email.com,Mumbai,West,Regular,2022-06-24
CUST00158,Customer_158,customer158@email.com,Bengaluru,West,Regular,2022-02-27
CUST00159,Customer_159,customer159@email.com,Surat,South,Regular,2022-05-31
CUST00160,Customer_160,customer160@email.com,Ahmedabad,North,Premium,2022-08-11
CUST00161,Customer_161,customer161@email.com,Pune,East,Budget,2022-03-22
CUST00162,Customer_162,customer162@email.com,Ahmedabad,West,Regular,2022-08-21
CUST00163,Customer_163,customer163@email.com,Jaipur,West,Regular,2022-01-02
CUST00164,Customer_164,customer164@email.com,Hyderabad,Northeast,Premium,2022-05-15
CUST00165,Customer_165,customer165@email.com,Mumbai,East,Regular,2022-09-14
CUST00166,Customer_166,customer166@email.com,Mumbai,South,Regular,2022-04-02
CUST00167,Customer_167,customer167@email.com,Surat,North,Regular,2022-09-17
CUST00168,Customer_168,customer168@email.com,Hyderabad,Northeast,Regular,2022-02-24
CUST00169,Customer_169,customer169@email.com,Kolkata,South,Regular,2022-11-17
CUST00170,Customer_170,customer170@email.com,Delhi,Central,Budget,2022-06-02
CUST00171,Customer_171,customer171@email.com,Bengaluru,West,Regular,2022-11-24
CUST00172,Customer_172,customer172@email.com,Mumbai,Central,Budget,2022-09-17
CUST00173,Customer_173,customer173@email.com,Chennai,West,Premium,2022-11-08
CUST00174,Customer_174,customer174@email.com,Mumbai,West,Regular,2022-04-12
CUST00175,Customer_175,customer175@email.com,Ahmedabad,Central,Regular,2022-03-20
CUST00176,Customer_176,customer176@email.com,Mumbai,Central,Regular,2022-07-11
CUST00177,Customer_177,customer177@email.com,Mumbai,South,Budget,2022-03-24
CUST00178,Customer_178,customer178@email.com,Delhi,Northeast,Premium,2022-10-04
CUST00179,Customer_179,customer179@email.com,Delhi,Northeast,Premium,2022-09-29
CUST00180,Customer_180,customer180@email.com,Pune,Central,Budget,2022-01-01
CUST00181,Customer_181,customer181@email.com,Kolkata,South,Regular,2022-11-03
CUST00182,Customer_182,customer182@email.com,Chennai,Northeast,Regular,2022-06-15
CUST00183,Customer_183,customer183@email.com,Mumbai,South,Regular,2022-09-08
CUST00184,Customer_184,customer184@email.com,Mumbai,South,Budget,2022-01-10
CUST00185,Customer_185,customer185@email.com,Bengaluru,West,Premium,2022-02-27
CUST00186,Customer_186,customer186@email.com,Delhi,Northeast,Premium,2022-07-05
CUST00187,Customer_187,customer187@email.com,Chennai,Northeast,Regular,2022-06-07
CUST00188,Customer_188,customer188@email.com,Surat,West,Budget,2022-05-03
CUST00189,Customer_189,customer189@email.com,Pune,Central,Regular,2022-01-30
CUST00190,Customer_190,customer190@email.com,Kolkata,West,Regular,2022-05-04
CUST00191,Customer_191,customer191@email.com,Hyderabad,Northeast,Regular,2022-10-18
CUST00192,Customer_192,customer192@email.com,Kolkata,Northeast,Budget,2022-02-10
CUST00193,Customer_193,customer193@email.com,Ahmedabad,Central,Budget,2022-02-13
CUST00194,Customer_194,customer194@email.com,Mumbai,West,Budget,2022-09-06
CUST00195,Customer_195,customer195@email.com,Pune,North,Premium,2022-02-05
CUST00196,Customer_196,customer196@email.com,Ahmedabad,North,Premium,2022-09-30
CUST00197,Customer_197,customer197@email.com,Chennai,Central,Regular,2022-03-06
CUST00198,Customer_198,customer198@email.com,Hyderabad,West,Budget,2022-03-07
CUST00199,Customer_199,customer199@email.com,Delhi,West,Regular,2022-12-04
CUST00200,Customer_200,customer200@email.com,Pune,South,Regular,2022-09-01
CUST00201,Customer_201,customer201@email.com,Pune,Northeast,Budget,2022-10-09
CUST00202,Customer_202,customer202@email.com,Mumbai,East,Premium,2022-03-26
CUST00203,Customer_203,customer203@email.com,Jaipur,Central,Regular,2022-05-16
CUST00204,Customer_204,customer204@email.com,Pune,East,Regular,2022-09-28
CUST00205,Customer_205,customer205@email.com,Bengaluru,East,Regular,2022-11-07
CUST00206,Customer_206,customer206@email.com,Hyderabad,Central,Budget,2022-08-05
CUST00207,Customer_207,customer207@email.com,Hyderabad,West,Regular,2022-04-19
CUST00208,Customer_208,customer208@email.com,Bengaluru,Central,Regular,2022-10-04
CUST00209,Customer_209,customer209@email.com,Surat,East,Regular,2022-12-20
CUST00210,Customer_210,customer210@email.com,Bengaluru,Northeast,Regular,2022-04-13
CUST00211,Customer_211,customer211@email.com,Bengaluru,Northeast,Regular,2023-01-01
CUST00212,Customer_212,customer212@email.com,Hyderabad,Northeast,Regular,2022-06-09
CUST00213,Customer_213,customer213@email.com,Kolkata,West,Premium,2022-07-24
CUST00214,Customer_214,customer214@email.com,Hyderabad,North,Premium,2022-12-10
CUST00215,Customer_215,customer215@email.com,Jaipur,Central,Regular,2022-11-29
CUST00216,Customer_216,customer216@email.com,Mumbai,Northeast,Regular,2022-07-11
CUST00217,Customer_217,customer217@email.com,Ahmedabad,Central,Budget,2022-08-13
CUST00218,Customer_218,customer218@email.com,Kolkata,Northeast,Budget,2022-09-22
CUST00219,Customer_219,customer219@email.com,Delhi,West,Budget,2022-08-20
CUST00220,Customer_220,customer220@email.com,Ahmedabad,North,Regular,2022-03-03
CUST00221,Customer_221,customer221@email.com,Mumbai,North,Regular,2022-05-07
CUST00222,Customer_222,customer222@email.com,Jaipur,Northeast,Regular,2022-04-26
CUST00223,Customer_223,customer223@email.com,Jaipur,West,Premium,2022-02-02
CUST00224,Customer_224,customer224@email.com,Delhi,South,Premium,2022-06-23
CUST00225,Customer_225,customer225@email.com,Kolkata,Central,Regular,2022-01-11
CUST00226,Customer_226,customer226@email.com,Surat,Central,Budget,2022-10-29
CUST00227,Customer_227,customer227@email.com,Bengaluru,East,Premium,2022-10-11
CUST00228,Customer_228,customer228@email.com,Kolkata,West,Premium,2022-04-28
CUST00229,Customer_229,customer229@email.com,Surat,East,Budget,2022-10-29
CUST00230,Customer_230,customer230@email.com,Jaipur,Northeast,Regular,2022-04-23
CUST00231,Customer_231,customer231@email.com,Hyderabad,East,Budget,2022-01-04
CUST00232,Customer_232,customer232@email.com,Mumbai,North,Budget,2022-02-06
CUST00233,Customer_233,customer233@email.com,Delhi,Central,Budget,2022-12-29
CUST00234,Customer_234,customer234@email.com,Mumbai,East,Regular,2022-11-20
CUST00235,Customer_235,customer235@email.com,Chennai,North,Regular,2022-01-31
CUST00236,Customer_236,customer236@email.com,Chennai,West,Regular,2022-04-28
CUST00237,Customer_237,customer237@email.com,Kolkata,East,Regular,2022-02-04
CUST00238,Customer_238,customer238@email.com,Jaipur,Northeast,Regular,2022-01-17
CUST00239,Customer_239,customer239@email.com,Jaipur,Northeast,Premium,2022-06-19
CUST00240,Customer_240,customer240@email.com,Bengaluru,Northeast,Regular,2022-02-06
CUST00241,Customer_241,customer241@email.com,Bengaluru,Central,Regular,2022-09-21
CUST00242,Customer_242,customer242@email.com,Bengaluru,East,Budget,2022-05-02
CUST00243,Customer_243,customer243@email.com,Hyderabad,West,Budget,2022-05-23
CUST00244,Customer_244,customer244@email.com,Ahmedabad,East,Regular,2022-12-09
CUST00245,Customer_245,customer245@email.com,Pune,Central,Premium,2022-09-06
CUST00246,Customer_246,customer246@email.com,Ahmedabad,North,Budget,2022-04-20
CUST00247,Customer_247,customer247@email.com,Mumbai,Central,Regular,2022-10-04
CUST00248,Customer_248,customer248@email.com,Ahmedabad,Northeast,Budget,2022-03-09
CUST00249,Customer_249,customer249@email.com,Hyderabad,North,Budget,2022-10-20
CUST00250,Customer_250,customer250@email.com,Mumbai,Northeast,Premium,2022-10-23
CUST00251,Customer_251,customer251@email.com,Ahmedabad,South,Budget,2022-08-31
CUST00252,Customer_252,customer252@email.com,Hyderabad,Central,Premium,2022-05-05
CUST00253,Customer_253,customer253@email.com,Pune,Central,Regular,2022-08-31
CUST00254,Customer_254,customer254@email.com,Ahmedabad,West,Regular,2022-07-28
CUST00255,Customer_255,customer255@email.com,Hyderabad,East,Premium,2022-04-08
CUST00256,Customer_256,customer256@email.com,Bengaluru,North,Budget,2022-02-18
CUST00257,Customer_257,customer257@email.com,Jaipur,North,Premium,2022-02-19
CUST00258,Customer_258,customer258@email.com,Bengaluru,West,Premium,2022-12-04
CUST00259,Customer_259,customer259@email.com,Jaipur,West,Regular,2022-08-09
CUST00260,Customer_260,customer260@email.com,Delhi,East,Budget,2022-07-01
CUST00261,Customer_261,customer261@email.com,Delhi,Northeast,Budget,2022-08-05
CUST00262,Customer_262,customer262@email.com,Delhi,East,Budget,2022-07-30
CUST00263,Customer_263,customer263@email.com,Pune,Central,Regular,2022-08-28
CUST00264,Customer_264,customer264@email.com,Bengaluru,Northeast,Regular,2022-01-28
CUST00265,Customer_265,customer265@email.com,Jaipur,South,Premium,2022-12-11
CUST00266,Customer_266,customer266@email.com,Hyderabad,East,Premium,2022-12-01
CUST00267,Customer_267,customer267@email.com,Mumbai,West,Regular,2022-11-27
CUST00268,Customer_268,customer268@email.com,Hyderabad,Northeast,Regular,2022-02-20
CUST00269,Customer_269,customer269@email.com,Mumbai,East,Regular,2022-02-01
CUST00270,Customer_270,customer270@email.com,Chennai,North,Budget,2022-07-26
CUST00271,Customer_271,customer271@email.com,Hyderabad,South,Regular,2022-06-23
CUST00272,Customer_272,customer272@email.com,Ahmedabad,Central,Premium,2022-02-25
CUST00273,Customer_273,customer273@email.com,Ahmedabad,North,Premium,2022-05-08
CUST00274,Customer_274,customer274@email.com,Kolkata,North,Budget,2022-04-09
CUST00275,Customer_275,customer275@email.com,Bengaluru,South,Budget,2022-04-08
CUST00276,Customer_276,customer276@email.com,Mumbai,Central,Budget,2022-10-02
CUST00277,Customer_277,customer277@email.com,Mumbai,West,Premium,2022-08-18
CUST00278,Customer_278,customer278@email.com,Bengaluru,Northeast,Budget,2022-03-13
CUST00279,Customer_279,customer279@email.com,Pune,Central,Regular,2022-08-05
CUST00280,Customer_280,customer280@email.com,Kolkata,East,Premium,2022-04-04
CUST00281,Customer_281,customer281@email.com,Pune,North,Budget,2022-05-23
CUST00282,Customer_282,customer282@email.com,Pune,East,Regular,2022-08-25
CUST00283,Customer_283,customer283@email.com,Pune,West,Regular,2022-05-08
CUST00284,Customer_284,customer284@email.com,Bengaluru,East,Premium,2022-02-08
CUST00285,Customer_285,customer285@email.com,Pune,Central,Regular,2022-08-15
CUST00286,Customer_286,customer286@email.com,Ahmedabad,East,Budget,2022-10-09
CUST00287,Customer_287,customer287@email.com,Delhi,West,Regular,2022-02-20
CUST00288,Customer_288,customer288@email.com,Chennai,West,Regular,2022-01-26
CUST00289,Customer_289,customer289@email.com,Mumbai,West,Premium,2022-11-30
CUST00290,Customer_290,customer290@email.com,Mumbai,Central,Regular,2022-10-04
CUST00291,Customer_291,customer291@email.com,Chennai,West,Regular,2022-01-08
CUST00292,Customer_292,customer292@email.com,Bengaluru,North,Regular,2022-02-17
CUST00293,Customer_293,customer293@email.com,Hyderabad,West,Regular,2022-05-02
CUST00294,Customer_294,customer294@email.com,Bengaluru,East,Premium,2022-03-27
CUST00295,Customer_295,customer295@email.com,Mumbai,Northeast,Budget,2022-07-28
CUST00296,Customer_296,customer296@email.com,Mumbai,East,Regular,2022-09-06
CUST00297,Customer_297,customer297@email.com,Chennai,Northeast,Regular,2022-09-04
CUST00298,Customer_298,customer298@email.com,Pune,East,Regular,2022-04-20
CUST00299,Customer_299,customer299@email.com,Bengaluru,Central,Regular,2022-07-25
CUST00300,Customer_300,customer300@email.com,Jaipur,East,Budget,2022-01-31
CUST00301,Customer_301,customer301@email.com,Chennai,Central,Budget,2022-03-26
CUST00302,Customer_302,customer302@email.com,Ahmedabad,Central,Regular,2022-07-14
CUST00303,Customer_303,customer303@email.com,Mumbai,West,Budget,2022-01-02
CUST00304,Customer_304,customer304@email.com,Chennai,North,Regular,2022-07-19
CUST00305,Customer_305,customer305@email.com,Bengaluru,Northeast,Premium,2022-05-16
CUST00306,Customer_306,customer306@email.com,Mumbai,West,Regular,2022-08-21
CUST00307,Customer_307,customer307@email.com,Hyderabad,West,Regular,2022-05-27
CUST00308,Customer_308,customer308@email.com,Chennai,Central,Regular,2022-08-05
CUST00309,Customer_309,customer309@email.com,Kolkata,Central,Budget,2022-12-23
CUST00310,Customer_310,customer310@email.com,Mumbai,Northeast,Regular,2022-10-12
CUST00311,Customer_311,customer311@email.com,Bengaluru,East,Budget,2022-12-05
CUST00312,Customer_312,customer312@email.com,Delhi,East,Budget,2022-09-07
CUST00313,Customer_313,customer313@email.com,Jaipur,West,Regular,2022-03-21
CUST00314,Customer_314,customer314@email.com,Surat,South,Regular,2022-04-08
CUST00315,Customer_315,customer315@email.com,Pune,South,Regular,2022-06-01
CUST00316,Customer_316,customer316@email.com,Surat,East,Budget,2022-04-22
CUST00317,Customer_317,customer317@email.com,Bengaluru,South,Regular,2022-01-30
CUST00318,Customer_318,customer318@email.com,Ahmedabad,East,Premium,2022-10-24
CUST00319,Customer_319,customer319@email.com,Ahmedabad,Central,Regular,2022-10-05
CUST00320,Customer_320,customer320@email.com,Delhi,West,Regular,2022-02-01
CUST00321,Customer_321,customer321@email.com,Pune,North,Premium,2022-06-10
CUST00322,Customer_322,customer322@email.com,Kolkata,West,Premium,2022-01-30
CUST00323,Customer_323,customer323@email.com,Delhi,East,Regular,2022-01-26
CUST00324,Customer_324,customer324@email.com,Surat,East,Regular,2022-10-27
CUST00325,Customer_325,customer325@email.com,Delhi,West,Regular,2022-09-02
CUST00326,Customer_326,customer326@email.com,Surat,Northeast,Regular,2022-09-15
CUST00327,Customer_327,customer327@email.com,Mumbai,East,Premium,2022-09-29
CUST00328,Customer_328,customer328@email.com,Ahmedabad,South,Regular,2022-03-22
CUST00329,Customer_329,customer329@email.com,Mumbai,South,Regular,2022-01-30
CUST00330,Customer_330,customer330@email.com,Jaipur,East,Regular,2022-09-18
CUST00331,Customer_331,customer331@email.com,Pune,East,Regular,2022-02-11
CUST00332,Customer_332,customer332@email.com,Kolkata,Northeast,Regular,2022-04-06
CUST00333,Customer_333,customer333@email.com,Surat,South,Premium,2022-02-05
CUST00334,Customer_334,customer334@email.com,Kolkata,East,Premium,2022-11-01
CUST00335,Customer_335,customer335@email.com,Surat,East,Premium,2022-02-04
CUST00336,Customer_336,customer336@email.com,Bengaluru,Northeast,Budget,2022-12-12
CUST00337,Customer_337,customer337@email.com,Delhi,Northeast,Budget,2022-05-01
CUST00338,Customer_338,customer338@email.com,Jaipur,West,Budget,2022-07-26
CUST00339,Customer_339,customer339@email.com,Ahmedabad,Northeast,Budget,2022-03-03
CUST00340,Customer_340,customer340@email.com,Surat,North,Regular,2022-10-19
CUST00341,Customer_341,customer341@email.com,Kolkata,South,Regular,2022-05-07
CUST00342,Customer_342,customer342@email.com,Jaipur,West,Regular,2022-10-24
CUST00343,Customer_343,customer343@email.com,Hyderabad,North,Premium,2022-11-01
CUST00344,Customer_344,customer344@email.com,Hyderabad,East,Regular,2022-01-21
CUST00345,Customer_345,customer345@email.com,Mumbai,East,Budget,2022-11-14
CUST00346,Customer_346,customer346@email.com,Ahmedabad,West,Regular,2022-02-11
CUST00347,Customer_347,customer347@email.com,Bengaluru,Northeast,Regular,2022-08-03
CUST00348,Customer_348,customer348@email.com,Kolkata,East,Regular,2022-12-03
CUST00349,Customer_349,customer349@email.com,Delhi,Central,Regular,2022-10-26
CUST00350,Customer_350,customer350@email.com,Delhi,West,Regular,2022-10-17
CUST00351,Customer_351,customer351@email.com,Kolkata,North,Budget,2022-09-25
CUST00352,Customer_352,customer352@email.com,Pune,West,Regular,2022-06-11
